my,0.1,0.5,0
clothes,0.5,1.0,0
wait,1.0,1.3,0
upon,1.3,1.6,0
me,1.6,1.9,0
like,1.9,2.0,0
a,2.0,2.2,0
suit,2.2,2.4,0
of,2.4,2.5,0
armor,2.5,3.0,0
so,3.0,3.4,0
inflexibly,3.4,4.2,0
Hardware,4.2,4.8,0
they,4.8,5.0,0
frozen,5.0,5.5,0
yet,5.5,6.6,0
I,6.6,6.7,0
got,6.7,6.9,0
up,6.9,7.0,0
on,7.0,7.2,0
my,7.2,7.4,0
legs,7.4,8.0,0
and,8.0,8.2,0
found,8.2,8.5,0
that,8.5,8.6,0
I,8.6,8.7,0
could,8.7,8.9,0
stand,8.9,9.3,0
and,9.3,9.7,0
walk,9.7,9.9,0
and,9.9,10.7,0
that,10.7,10.8,0
life,10.8,11.2,0
load,11.2,11.5,0
warm,11.5,11.9,0
in,11.9,12.0,0
my,12.0,12.1,0
veins,12.1,12.2,0
