I,0.30000000000000004,0.7000000000000001,0
shall,0.7000000000000001,1.0,0
be,1.0,1.0,0
sorry,1.0,1.2,0
all,1.2,1.5,0
the,1.5,1.7000000000000002,0
same,1.7000000000000002,1.7000000000000002,0
STUTTER,1.7000000000000002,3.62,4
I,3.62,4.72,0
could,4.72,4.92,0
have,4.92,5.12,0
wished,5.12,5.32,0
so,5.32,5.92,0
the,5.92,6.02,0
doctor,6.02,6.52,0
that,6.52,6.92,0
these,6.92,7.22,0
ladies,7.22,7.72,0
had,7.72,7.92,0
happened,7.92,8.42,0
STUTTER,8.42,8.6,5
little,8.6,8.700000000000001,0
later,8.700000000000001,9.299999999999999,0
the,9.299999999999999,10.0,0
matter,10.0,10.3,0
was,10.3,10.4,0
settled,10.4,10.5,0
nothing,10.5,11.4,0
more,11.4,11.8,0
of,11.8,11.9,0
a,11.9,12.0,0
practical,12.0,12.3,0
nature,12.3,12.8,0
remains,12.8,13.1,0
to,13.1,13.7,0
be,13.7,13.7,0
said,13.7,14.1,0
