with,0.1,0.6000000000000001,0
this,0.6000000000000001,0.7000000000000001,0
Jenny,0.7000000000000001,1.1,0
Wren,1.1,1.4,0
disappeared,1.4,2.2,0
inside,2.2,2.5,0
her,2.5,2.8,0
house,2.8,3.2,0
and,3.2,3.4,0
there,3.4,3.7,0
was,3.7,3.8,0
nothing,3.8,4.2,0
for,4.2,4.4,0
Peter,4.4,4.7,0
to,4.7,4.9,0
do,4.9,5.1,0
but,5.1,5.5,0
once,5.5,5.9,0
more,5.9,6.1,0
start,6.1,6.5,0
for,6.5,6.7,0
the,6.7,6.8,0
dear,6.8,7.0,0
old,7.0,7.1,0
Briar,7.1,7.6,0
Patch,7.6,8.0,0
on,8.0,8.8,0
his,8.8,8.9,0
way,8.9,9.2,0
he,9.2,9.5,0
couldn't,9.5,9.8,0
resist,9.8,10.0,0
the,10.0,10.4,0
temptation,10.4,10.7,0
to,10.7,11.0,0
run,11.0,11.3,0
over,11.3,11.6,0
to,11.6,11.6,0
the,11.6,11.7,0
Green,11.7,12.1,0
Forest,12.1,12.5,0
which,12.5,13.2,0
was,13.2,13.4,0
just,13.4,13.6,0
beyond,13.6,14.2,0
the,14.2,14.3,0
Old,14.3,14.5,0
Orchard,14.5,14.8,0
