I've,0.0,0.4,0
noticed,0.4,0.7000000000000001,0
there,0.7000000000000001,1.0,0
are,1.0,1.2,0
number,1.2,1.7000000000000002,0
of,1.7000000000000002,1.8,0
my,1.8,2.0,0
neighbors,2.0,2.5,0
who,2.5,2.6,0
feel,2.6,3.0,0
the,3.0,3.1,0
same,3.1,3.4,0
way,3.4,3.5,0
about,3.5,3.6,0
it,3.6,4.0,0
there,4.0,4.7,0
is,4.7,4.8,0
something,4.8,5.1,0
settled,5.1,5.6,0
about,5.6,5.9,0
an,5.9,6.0,0
old,6.0,6.5,0
house,6.5,6.9,0
it,6.9,7.5,0
doesn't,7.5,7.6,0
attract,7.6,8.3,0
attention,8.3,8.5,0
the,8.5,8.9,0
way,8.9,9.0,0
a,9.0,9.1,0
new,9.1,9.3,0
one,9.3,9.6,0
does,9.6,9.9,0
so,9.9,10.6,0
long,10.6,10.8,0
as,10.8,11.0,0
it,11.0,11.1,0
has,11.1,11.3,0
got,11.3,11.5,0
reasonably,11.5,12.1,0
good,12.1,12.4,0
walls,12.4,13.0,0
and,13.0,13.2,0
the,13.2,13.3,0
rain,13.3,13.7,0
and,13.7,13.8,0
the,13.8,13.9,0
wind,13.9,14.2,0
can't,14.2,14.5,0
get,14.5,14.7,0
in,14.7,14.9,0
