call,0.1,0.6000000000000001,0
me,0.6000000000000001,0.7000000000000001,0
tip,0.7000000000000001,1.0,0
the,1.0,1.1,0
chickadees,1.1,1.7000000000000002,0
sometimes,1.7000000000000002,2.3,0
uses,2.3,2.6,0
an,2.6,2.7,0
old,2.7,3.1,0
house,3.1,3.5,0
then,3.5,4.0,0
STUTTER,4.0,4.909160997732425,2
again,4.909160997732425,5.409160997732425,0
he,5.409160997732425,5.609160997732425,0
and,5.609160997732425,6.009160997732424,0
mrs.,6.009160997732424,6.309160997732425,0
chickadee,6.309160997732425,6.809160997732425,0
get,6.809160997732425,7.009160997732424,0
fussy,7.009160997732424,7.509160997732424,0
and,7.509160997732424,7.7091609977324245,0
make,7.7091609977324245,7.909160997732425,0
a,7.909160997732425,8.009160997732424,0
house,8.009160997732424,8.209160997732425,0
with,8.209160997732425,8.409160997732425,0
themselves,8.409160997732425,9.109160997732424,0
yellow,9.109160997732424,10.209160997732425,0
Wing,10.209160997732425,10.509160997732424,0
the,10.509160997732424,10.709160997732425,0
flicker,10.709160997732425,11.109160997732424,0
who,11.109160997732424,11.709160997732425,0
really,11.709160997732425,12.109160997732424,0
is,12.109160997732424,12.309160997732425,0
a,12.309160997732425,12.409160997732425,0
woodpecker,12.409160997732425,12.909160997732425,0
often,12.909160997732425,13.609160997732424,0
uses,13.609160997732424,14.009160997732424,0
an,14.009160997732424,14.109160997732424,0
old,14.109160997732424,14.409160997732425,0
house,14.409160997732425,14.809160997732425,0
but,14.809160997732425,15.009160997732424,0
quite,15.009160997732424,15.309160997732425,0
often,15.309160997732425,15.609160997732424,0
makes,15.609160997732424,16.009160997732423,0
a,16.009160997732423,16.109160997732424,0
new,16.109160997732424,16.209160997732425,0
one,16.209160997732425,16.509160997732423,0
