and,0.0,0.4,0
sat,0.4,0.8,0
down,0.8,1.0,0
on,1.0,1.3,0
the,1.3,1.4,0
stump,1.4,1.8,0
of,1.8,1.9,0
a,1.9,2.0,0
tree,2.0,2.1,0
wondering,2.1,3.3,0
what,3.3,3.5,0
STUTTER,3.5,3.8600000000000003,5
should,3.8600000000000003,3.8600000000000003,0
do,3.8600000000000003,4.16,0
next,4.16,4.46,0
suddenly,4.46,6.16,0
a,6.16,6.36,0
big,6.36,6.5600000000000005,0
wolf,6.5600000000000005,7.0600000000000005,0
ran,7.0600000000000005,7.46,0
STUTTER,7.46,8.076507936507937,3
up,8.076507936507937,8.176507936507937,0
to,8.176507936507937,8.376507936507936,0
him,8.376507936507936,8.476507936507936,0
and,8.476507936507936,9.076507936507937,0
standing,9.076507936507937,9.676507936507937,0
still,9.676507936507937,10.076507936507937,0
said,10.076507936507937,10.476507936507936,0
STUTTER,10.476507936507936,11.916507936507937,5
very,11.916507936507937,12.016507936507937,0
glad,12.016507936507937,12.416507936507937,0
to,12.416507936507937,12.616507936507936,0
see,12.616507936507936,12.816507936507938,0
you,12.816507936507938,13.116507936507936,0
again,13.116507936507936,13.216507936507938,0
my,13.216507936507938,13.816507936507938,0
kind,13.816507936507938,14.316507936507938,0
benefactor,14.316507936507938,14.716507936507938,0
