optimal,0.0,0.8,0
enchanting,0.8,1.3,0
in,1.3,1.7000000000000002,0
a,1.7000000000000002,1.8,0
STUTTER,1.8,2.6887528344671177,3
loud,2.6887528344671177,2.988752834467118,0
voice,2.988752834467118,3.088752834467118,0
such,3.088752834467118,3.6887528344671177,0
words,3.6887528344671177,3.988752834467118,0
as,3.988752834467118,3.988752834467118,0
he's,3.988752834467118,4.388752834467118,0
come,4.388752834467118,5.288752834467118,0
to,5.288752834467118,5.4887528344671175,0
prayer,5.4887528344671175,5.788752834467118,0
come,5.788752834467118,6.288752834467118,0
to,6.288752834467118,6.4887528344671175,0
prayer,6.4887528344671175,6.888752834467118,0
there,6.888752834467118,7.388752834467118,0
is,7.388752834467118,7.4887528344671175,0
no,7.4887528344671175,7.788752834467118,0
God,7.788752834467118,7.9887528344671175,0
but,7.9887528344671175,8.288752834467118,0
God,8.288752834467118,8.488752834467117,0
he,8.488752834467117,9.388752834467118,0
giveth,9.388752834467118,9.588752834467117,0
life,9.588752834467117,9.988752834467117,0
and,9.988752834467117,10.488752834467117,0
he,10.488752834467117,10.588752834467117,0
died,10.588752834467117,10.788752834467118,0
not,10.788752834467118,11.088752834467117,0
I,11.088752834467117,11.888752834467118,0
praise,11.888752834467118,12.288752834467118,0
His,12.288752834467118,12.588752834467117,0
Perfection,12.588752834467117,13.188752834467119,0
God,13.188752834467119,13.788752834467118,0
is,13.788752834467118,13.988752834467117,0
great,13.988752834467117,14.388752834467118,0
in,15.288752834467118,15.788752834467118,0
Mecca,15.788752834467118,16.188752834467117,0
