was,0.30000000000000004,0.7000000000000001,0
to,0.7000000000000001,0.9,0
be,0.9,1.0,0
found,1.0,1.2,0
in,1.2,1.4,0
the,1.4,1.5,0
creation,1.5,1.9,0
of,1.9,2.2,0
Novel,2.2,2.6,0
STUTTER,2.6,3.995056689342404,3
moose,3.995056689342404,4.295056689342404,0
appear,4.295056689342404,4.695056689342404,0
Lee,4.695056689342404,4.795056689342404,0
physical,4.795056689342404,5.195056689342404,0
loveliness,5.195056689342404,5.895056689342404,0
does,7.395056689342404,7.895056689342404,0
it,7.895056689342404,8.295056689342404,0
happen,8.295056689342404,8.595056689342403,0
STUTTER,8.595056689342403,8.775056689342405,5
he,8.775056689342405,9.075056689342404,0
came,9.075056689342404,9.275056689342405,0
neither,9.275056689342405,9.575056689342404,0
musician,9.575056689342404,10.375056689342404,0
nor,10.375056689342404,10.575056689342404,0
poet,10.575056689342404,11.075056689342404,0
if,12.275056689342405,12.675056689342403,0
we,12.675056689342403,12.875056689342404,0
use,12.875056689342404,13.075056689342404,0
letter,13.075056689342404,13.575056689342404,0
minutes,13.575056689342404,14.075056689342404,0
everyday,14.075056689342404,14.375056689342404,0
excitation,14.375056689342404,15.275056689342405,0
