in,0.30000000000000004,0.7000000000000001,0
the,0.7000000000000001,0.8,0
region,0.8,1.2,0
of,1.2,1.3,0
inertness,1.3,1.7000000000000002,0
that,1.7000000000000002,2.0,0
we,2.0,2.1,0
think,2.1,2.3,0
we,2.3,2.5,0
can,2.5,2.7,0
conceive,2.7,3.2,0
of,3.2,3.3,0
or,3.3,3.9,0
a,3.9,4.0,0
zone,4.0,4.4,0
that,4.4,4.5,0
is,4.5,4.6,0
to,4.6,4.8,0
this,4.8,5.0,0
Earth's,5.0,5.4,0
gravitational,5.4,5.9,0
very,5.9,6.3,0
much,6.3,6.5,0
like,6.5,6.7,0
the,6.7,6.8,0
neutral,6.8,7.2,0
zone,7.2,7.3,0
of,7.3,7.6,0
a,7.6,7.7,0
magnet's,7.7,8.2,0
attraction,8.2,8.8,0
we,8.8,9.6,0
accept,9.6,10.0,0
that,10.0,10.0,0
there,10.0,10.2,0
are,10.2,10.4,0
bodies,10.4,10.6,0
of,10.6,10.8,0
water,10.8,11.2,0
and,11.2,11.7,0
also,11.7,12.2,0
clear,12.2,12.5,0
spaces,12.5,13.0,0
bottoms,13.0,14.1,0
upon,14.1,14.5,0
dropping,14.5,14.8,0
out,14.8,15.2,0
