it,0.1,0.4,0
was,0.4,0.7000000000000001,0
in,0.7000000000000001,1.0,0
the,1.0,1.2,0
causes,1.2,1.9,0
that,1.9,2.0,0
STUTTER,2.0,2.72,5
to,2.72,2.9200000000000004,0
Poverty,2.9200000000000004,3.5200000000000005,0
that,3.5200000000000005,3.8200000000000003,0
the,3.8200000000000003,4.0200000000000005,0
disgrace,4.0200000000000005,4.5200000000000005,0
or,4.5200000000000005,4.720000000000001,0
the,4.720000000000001,4.82,0
Merritt,4.82,5.220000000000001,0
Les,5.220000000000001,5.5200000000000005,0
STUTTER,5.5200000000000005,7.140000000000001,5
would,7.140000000000001,7.440000000000001,0
not,7.440000000000001,7.640000000000001,0
honor,7.640000000000001,8.040000000000001,0
a,8.040000000000001,8.040000000000001,0
man,8.040000000000001,8.34,0
worn,8.34,8.74,0
out,8.74,8.940000000000001,0
in,8.940000000000001,9.14,0
the,9.14,9.24,0
service,9.24,9.64,0
of,9.64,9.74,0
his,9.74,9.840000000000002,0
STUTTER,9.840000000000002,10.020000000000001,5
or,10.020000000000001,10.920000000000002,0
overcome,10.920000000000002,11.520000000000001,0
At,11.520000000000001,11.72,0
Last,11.72,12.020000000000001,0
by,12.020000000000001,12.22,0
circumstances,12.22,12.920000000000002,0
against,12.920000000000002,13.520000000000001,0
which,13.520000000000001,13.82,0
his,13.82,14.020000000000001,0
efforts,14.020000000000001,14.420000000000002,0
could,14.420000000000002,14.520000000000001,0
not,14.520000000000001,14.82,0
prevail,14.82,15.120000000000001,0
