this,0.1,0.7000000000000001,0
time,0.7000000000000001,1.0,0
he,1.0,1.1,0
made,1.1,1.3,0
the,1.3,1.5,0
bedroom,1.5,1.8,0
the,1.8,2.0,0
scene,2.0,2.2,0
of,2.2,2.3,0
STUTTER,2.3,2.932426303854876,3
his,2.932426303854876,3.032426303854876,0
investigations,3.032426303854876,4.032426303854876,0
the,4.032426303854876,4.732426303854876,0
safe,4.732426303854876,5.232426303854876,0
he,5.232426303854876,5.332426303854876,0
did,5.332426303854876,5.532426303854876,0
not,5.532426303854876,5.732426303854876,0
attempt,5.732426303854876,6.132426303854876,0
to,6.132426303854876,6.232426303854876,0
touch,6.232426303854876,6.432426303854876,0
there,6.432426303854876,7.332426303854876,0
was,7.332426303854876,7.432426303854876,0
a,7.432426303854876,7.532426303854876,0
STUTTER,7.532426303854876,8.072426303854876,5
Bureau,8.072426303854876,8.572426303854877,0
in,8.572426303854877,8.772426303854877,0
which,8.772426303854877,8.972426303854876,0
carrier,8.972426303854876,9.272426303854877,0
would,9.272426303854877,9.472426303854876,0
have,9.472426303854876,9.572426303854876,0
placed,9.572426303854876,9.872426303854876,0
his,9.872426303854876,10.072426303854876,0
private,10.072426303854876,10.472426303854876,0
correspondence,10.472426303854876,10.672426303854877,0
STUTTER,10.672426303854877,11.780090702947845,3
of,11.780090702947845,12.380090702947845,0
the,12.380090702947845,12.480090702947845,0
morning,12.480090702947845,12.880090702947845,0
this,12.880090702947845,13.680090702947844,0
however,13.680090702947844,13.980090702947845,0
gilded,13.980090702947845,14.580090702947844,0
no,14.580090702947844,14.780090702947845,0
result,14.780090702947845,15.180090702947844,0
