he,0.1,0.6000000000000001,0
was,0.6000000000000001,0.7000000000000001,0
a,0.7000000000000001,0.8,0
Dapper,0.8,1.1,0
STUTTER,1.1,3.262131519274375,4
little,3.262131519274375,3.3621315192743753,0
Irishman,3.3621315192743753,3.8621315192743753,0
very,3.8621315192743753,4.562131519274375,0
vain,4.562131519274375,5.062131519274375,0
homely,5.062131519274375,5.562131519274375,0
as,5.562131519274375,5.662131519274375,0
a,5.662131519274375,5.762131519274375,0
monkey,5.762131519274375,6.062131519274375,0
with,6.062131519274375,6.762131519274375,0
friends,6.762131519274375,7.162131519274375,0
everywhere,7.162131519274375,7.562131519274375,0
and,7.562131519274375,8.162131519274375,0
STUTTER,8.162131519274375,8.797233560090703,3
a,8.797233560090703,8.897233560090703,0
sweetheart,8.897233560090703,9.297233560090703,0
in,9.297233560090703,9.597233560090704,0
every,9.597233560090704,9.697233560090703,0
port,9.697233560090703,9.897233560090703,0
like,9.897233560090703,10.497233560090702,0
a,10.497233560090702,10.597233560090704,0
sailor,10.597233560090704,10.897233560090703,0
STUTTER,12.197233560090703,13.41732426303855,2
I,13.41732426303855,13.717324263038549,0
did,13.717324263038549,14.01732426303855,0
not,14.01732426303855,14.217324263038549,0
know,14.217324263038549,14.41732426303855,0
all,14.41732426303855,14.61732426303855,0
the,14.61732426303855,14.81732426303855,0
men,14.81732426303855,15.01732426303855,0
who,15.01732426303855,15.217324263038549,0
were,15.217324263038549,15.31732426303855,0
sitting,15.31732426303855,15.61732426303855,0
about,15.61732426303855,15.717324263038549,0
but,15.717324263038549,16.51732426303855,0
I,16.51732426303855,16.617324263038547,0
recognized,16.617324263038547,17.31732426303855,0
a,17.31732426303855,17.51732426303855,0
Furniture,17.51732426303855,17.917324263038548,0
salesman,17.917324263038548,18.417324263038548,0
from,18.417324263038548,18.61732426303855,0
Kansas,18.61732426303855,19.11732426303855,0
City,19.11732426303855,19.31732426303855,0
